timeframe,persona,desbalance_persona_monto_neto,desbalance_persona_meses_envia_extremo,desbalance_persona_meses_recibe_extremo,interpretabilidad
todo_el_tiempo,P0205,-4766.639999999999,0,0,"En la ventana 'todo_el_tiempo', la persona P0205 presenta un desbalance neto de -4,766.64, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0136,4642.5899999999965,0,0,"En la ventana 'todo_el_tiempo', la persona P0136 presenta un desbalance neto de 4,642.59, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0107,4622.299999999996,0,0,"En la ventana 'todo_el_tiempo', la persona P0107 presenta un desbalance neto de 4,622.30, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0278,-4311.240000000005,0,0,"En la ventana 'todo_el_tiempo', la persona P0278 presenta un desbalance neto de -4,311.24, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0316,4108.699999999997,0,1,"En la ventana 'todo_el_tiempo', la persona P0316 presenta un desbalance neto de 4,108.70, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0288,-3978.6299999999974,0,0,"En la ventana 'todo_el_tiempo', la persona P0288 presenta un desbalance neto de -3,978.63, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0137,-3236.4000000000015,0,0,"En la ventana 'todo_el_tiempo', la persona P0137 presenta un desbalance neto de -3,236.40, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0197,2876.9500000000007,0,0,"En la ventana 'todo_el_tiempo', la persona P0197 presenta un desbalance neto de 2,876.95, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0210,2653.5099999999948,1,0,"En la ventana 'todo_el_tiempo', la persona P0210 presenta un desbalance neto de 2,653.51, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0053,2491.8900000000003,0,0,"En la ventana 'todo_el_tiempo', la persona P0053 presenta un desbalance neto de 2,491.89, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0003,1942.3499999999913,1,0,"En la ventana 'todo_el_tiempo', la persona P0003 presenta un desbalance neto de 1,942.35, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0036,-1871.5800000000017,0,0,"En la ventana 'todo_el_tiempo', la persona P0036 presenta un desbalance neto de -1,871.58, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0113,-1824.9099999999999,0,0,"En la ventana 'todo_el_tiempo', la persona P0113 presenta un desbalance neto de -1,824.91, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0211,-1646.1100000000006,0,0,"En la ventana 'todo_el_tiempo', la persona P0211 presenta un desbalance neto de -1,646.11, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0208,948.3499999999913,0,0,"En la ventana 'todo_el_tiempo', la persona P0208 presenta un desbalance neto de 948.35, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0177,626.6000000000058,0,0,"En la ventana 'todo_el_tiempo', la persona P0177 presenta un desbalance neto de 626.60, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0052,-591.7500000000146,0,1,"En la ventana 'todo_el_tiempo', la persona P0052 presenta un desbalance neto de -591.75, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0100,157.91999999999825,0,0,"En la ventana 'todo_el_tiempo', la persona P0100 presenta un desbalance neto de 157.92, con meses extremos al enviar: 0 y al recibir: 0."
